title,link,press
2년 연속 꽃다발 사라진 졸업식…광주·전남 학교 온라인 행사로,http://yna.kr/AKR20211221056300054?did=1195m,연합뉴스
"행안부-지자체, 코로나 우울증 관련, 자살예방분야 영상회 성료",http://www.gukjenews.com/news/articleView.html?idxno=2258770,국제뉴스
"행안부-지자체, 코로나 우울증 관련, 자살예방분야 영상회 성료",http://www.gukjenews.com/news/articleView.html?idxno=2258770,국제뉴스
‘코로나 블루’ 3배↑… 저소득층 특히 심각,http://www.koreatimes.com/article/1383519,미주한국일보
"살며, 느끼며 - 천재와 보통사람의 우울증",http://www.koreatimes.com/article/1374897,미주한국일보
"[유통 이슈] 홈쇼핑모아, 2021 모바일 홈쇼핑 올해의 상품 발표 外",http://www.lawissue.co.kr/view.php?ud=202112280841034352204ead0791_12,로이슈
전 세계 ‘코로나 블루’로 몸살…저소득층 취약,http://www.segye.com/content/html/2021/10/05/20211005509903.html?OutUrl=naver,세계일보
앤디황 교수 '장기화하는 코로나로 급증하는 우울증 자가 대처법' 기업 강연,http://www.todaykorea.co.kr/news/articleView.html?idxno=289930,투데이코리아
"은평구 ""미니텃밭으로 코로나 우울증 극복해요""",http://news.lghellovision.net/news/newsView.do?soCode=SCB1000000&idx=316570,LG헬로비전
"""고립된 바다 위 우울증 막아라""…선원 정신건강 교육교재 출간",https://www.busaneconomy.com/news/articleView.html?idxno=253988,부산제일경제
용산구 어르신 코로나 블루 완화...컵플랜트 나눔,http://www.ikunkang.com/news/articleView.html?idxno=34710,건강다이제스트
또 새벽회식에 지옥철?…'위드 코로나' 몸서리 쳐지는 그들,https://www.joongang.co.kr/article/25017031,중앙일보언론사 선정
용산구 어르신 코로나 블루 완화...컵플랜트 나눔,http://www.ikunkang.com/news/articleView.html?idxno=34710,건강다이제스트
또 새벽회식에 지옥철?…'위드 코로나' 몸서리 쳐지는 그들,https://www.joongang.co.kr/article/25017031,중앙일보언론사 선정
"이젠 앱이 藥(치료제)···코로나 블루(우울증), 게임으로 치료한다",https://www.sedaily.com/NewsView/22NNRZC206,서울경제
"“청소년 5명 중 1명, 코로나 우울증 경험… 정신건강 모니터링 필요”",http://www.segye.com/content/html/2021/06/29/20210629506692.html?OutUrl=naver,세계일보
'코로나블루' 치유하는 가을 도보여행…이천 둘레길로 오세요,http://www.joongboo.com/news/articleView.html?idxno=363508111,중부일보
"신안군, 건강증진사업 ‘신체활동’ 우수기관 표창",http://www.sportsseoul.com/news/read/1087886?ref=naver,스포츠서울
'코로나 블루' 충북 자살예방센터 상담 전화 폭주,http://www.ccreview.co.kr/news/articleView.html?idxno=312652,충청리뷰
"""불면증있다면... 수면장애 치료로 무기력·우울증에서 벗어나야""",https://www.ibabynews.com/news/articleView.html?idxno=97295,베이비뉴스
"""코로나에 장사 벼랑끝"" 세상과 이별하는 자영업자들",http://news.mk.co.kr/newsRead.php?no=990892&year=2021,매일경제언론사 선정
‘코로나 블루’에… 우울증 신간 봇물,https://www.donga.com/news/article/all/20210603/107242448/1,동아일보
"""코로나에 장사 벼랑끝"" 세상과 이별하는 자영업자들",http://news.mk.co.kr/newsRead.php?no=990892&year=2021,매일경제언론사 선정
‘코로나 블루’에… 우울증 신간 봇물,https://www.donga.com/news/article/all/20210603/107242448/1,동아일보
[철원]“자기개발 매진해 코로나블루(우울증) 극복”,http://www.kwnews.co.kr/nview.asp?aid=221070500029,강원일보
[기고] 코로나블루와 정신건강의 날,http://www.m-i.kr/news/articleView.html?idxno=863760,매일일보
"“나도 코로나 우울증?”…MZ세대, 4명 중 1명 ‘심각’",http://news.heraldcorp.com/view.php?ud=20210726000684,헤럴드경제
"수면장애 장시간 방치하면 심혈관질환, 비만, 우울증 등에 노출",http://www.edaily.co.kr/news/newspath.asp?newsid=02230406629119768,이데일리
[철원]“자기개발 매진해 코로나블루(우울증) 극복”,http://www.kwnews.co.kr/page/view/2021070500000000029,강원일보
"허그맘허그인, 프랜차이즈 종사자에 ‘코로나19 블루’ 극복 심리상담 지원",https://www.tfmedia.co.kr/news/article.html?no=114130,조세금융신문
커가는 코로나 블루에…우울증 치료제 개발 '잰걸음',http://www.docdocdoc.co.kr/news/articleView.html?idxno=2011065,청년의사
"70세에 은퇴한 원로 목회자, 다시 교회 부흥을 일구다",http://news.kmib.co.kr/article/view.asp?arcid=0924224768&code=23111211&cp=nv,국민일보
"70세에 은퇴한 원로 목회자, 다시 교회 부흥을 일구다",http://news.kmib.co.kr/article/view.asp?arcid=0924224768&code=23111211&cp=nv,국민일보
"한국프랜차이즈협회, 코로나 블루 극복 심리상담 나선다",http://www.enewstoday.co.kr/news/articleView.html?idxno=1520093,이뉴스투데이
"[쿠키건강뉴스] “한국, 코로나19로 인한 우울증 발생률 OECD 1위”",http://www.kukinews.com/newsView/kuk202106020115,쿠키뉴스
"경주, 코로나 우울증 극복 '힐링페스타' 개최",http://www.ujeil.com/news/articleView.html?idxno=281080,울산제일일보
"“한국, 코로나로 우울증 유병률 1위…치료 수준은 최하위”",http://www.segye.com/content/html/2021/05/27/20210527504882.html?OutUrl=naver,세계일보
"[정책브리핑] ""우울증, 온라인으로 확인하세요""",http://news.lghellovision.net/news/newsView.do?soCode=SCN0000000&idx=324746,LG헬로비전
"코로나 사태 장기화, 우울감 늘어가는 시민들",http://www.incheonilbo.com/news/articleView.html?idxno=1116070,인천일보
빛으로 뇌질환 고치고 AI가 우울증 치료,https://www.hankyung.com/it/article/2021072855981,한국경제
"코로나가 막아버린 하늘길, 다시 열리면 여기로 떠납시다",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002779870&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스
"“한국, 코로나19로 우울증 발생률 OECD 1위…치료율은 최저”",https://news.joins.com/article/olink/23662065,중앙일보
"[부산소식]대선주조, '코로나블루 치유 위한 랜선 모임' 오픈 등",http://www.newsis.com/view/?id=NISX20211013_0001612357&cID=10899&pID=10800,뉴시스
"과학대, 코로나 우울증 무료상담",http://www.ksilbo.co.kr/news/articleView.html?idxno=908030,경상일보
코로나 장기화 속 ‘가족 우울증·갈등’ 상담 2배 늘었다,https://www.news1.kr/articles/?4377395,뉴스1
코로나19블루와 나만의 케렌시아(Querencia),http://www.domin.co.kr/news/articleView.html?idxno=1356723,전북도민일보
"국립세종수목원, 코로나19 대응 인력 대상 치유 프로그램 운영",http://yna.kr/AKR20211012113600063?did=1195m,연합뉴스
"코로나19로 심해진 봄철 우울증, 극복 위한 적극적 대처 필수",http://www.kmedinfo.co.kr/news/articleView.html?idxno=67948,e의료정보
[코파라] 코로나19 팬데믹 후 우울증 유병률 OECD 1위된 한국?,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2011271,청년의사
"이재정 ""학생들 코로나 우울증 해소 위해 '선배동행' 실시""",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002762733&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스
울산과학대 '코로나 우울증 심리상담' 무료 지원,http://www.newsis.com/view/?id=NISX20210723_0001524334&cID=10899&pID=10800,뉴시스
"정부, '코로나19 우울증' 치유위한 심리지원 강화한다",http://www.edaily.co.kr/news/newspath.asp?newsid=02112326629077784,이데일리
고령층 '인생 위기'는 '건강…세대별 1위는?,http://www.newsis.com/view/?id=NISX20211229_0001705541&cID=13102&pID=13100,뉴시스
'코로나19 여파' 충북 자살예방센터 1인당 평균 65.3명 상담,http://www.newsis.com/view/?id=NISX20211008_0001607924&cID=10899&pID=10800,뉴시스언론사 선정
[슬립테크] 코로나19 길어질수록 수면시간은 줄어…절반 이상은 수면장애,http://www.medigatenews.com/news/2400210443,메디게이트뉴스
"""코로나19, 청소년들에게 '추억'을 앗아갔다""",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002778816&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스
"부산보건소 간호직 공무원 극단 선택…유족 ""코로나 격무 시달리다 우울증 사...",https://www.dailian.co.kr/news/view/995058/?sc=Naver,데일리안언론사 선정
코로나 우울증에…'환각제 ETF'까지 등장,https://www.hankyung.com/finance/article/202105316298i,한국경제언론사 선정
작년 극단적 선택으로 1만3천195명 숨져…코로나19로 소폭 감소,http://yna.kr/AKR20210928158000530?did=1195m,연합뉴스
"""코로나19 우울증 극복해요""…과천시정신건강복지센터, '감정 톺아보기' 진행",http://www.joongboo.com/news/articleView.html?idxno=363495457,중부일보
학생 코로나블루 우려 현실화 심리상담 건수 2년새 45% ↑,http://www.cctimes.kr/news/articleView.html?idxno=675514,충청타임즈
韓 ‘코로나 우울증’ 36.8%… OECD 주요국 중 최고,http://www.munhwa.com/news/view.html?no=2021060901070339346001,문화일보
"제주 '국제 항노화 융복합 산업 발전포럼' 개최… ""코로나블루 치유에 초점""",http://www.newspim.com/news/view/20211005000889,뉴스핌
"초·중·고생 학부모 10명 중 5명, ""자녀가 코로나 우울감 표출""",http://www.weeklytoday.com/news/articleView.html?idxno=410264,위클리오늘
"서울시교육청, 코로나19 우울증 해소 위해 ‘학생 상담주간’ 운영",http://edu.chosun.com/site/data/html_dir/2021/07/12/2021071200882.html,조선에듀
"정선군, 코로나19 심리상담 ‘마음안심버스’ 운영",https://www.pressian.com/pages/articles/2021100614145265627?utm_source=naver&utm_medium=search,프레시안
"(사)한국장애인녹색환경연합, “코로나에 지친 어르신들 힘 내세요”",https://www.pressian.com/pages/articles/2021100320180416839?utm_source=naver&utm_medium=search,프레시안
같은 말 하고 또 하고 머리도 하얘진다고요? 그럼 치매안심센터 가볼까요?,http://www.busan.com/view/busan/view.php?code=2021122914565314149,부산일보언론사 선정
‘코로나 시대 올라인 찬양’ 악보·영상 무료 보급,http://news.kmib.co.kr/article/view.asp?arcid=0924211590&code=23111113&cp=nv,국민일보
[5/27(목) 데일리안 출근길 뉴스] 부산보건소 간호직 공무원 극단 선택…유족...,https://www.dailian.co.kr/news/view/995069/?sc=Naver,데일리안언론사 선정
"""코로나19 격무로 우울증""…부산 간호직 공무원 극단적 선택",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4511768,MBN언론사 선정
"'생로병사의 비밀' 감사일기ㆍ점진적 근육이완훈련ㆍ착지법 등, 코로나 블루(...",http://enter.etoday.co.kr/view/news_view.php?varAtcId=203213,비즈엔터
[5/27(목) 데일리안 출근길 뉴스] 부산보건소 간호직 공무원 극단 선택…유족...,https://www.dailian.co.kr/news/view/995069/?sc=Naver,데일리안언론사 선정
"""코로나19 격무로 우울증""…부산 간호직 공무원 극단적 선택",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4511768,MBN언론사 선정
"'생로병사의 비밀' 감사일기ㆍ점진적 근육이완훈련ㆍ착지법 등, 코로나 블루(...",http://enter.etoday.co.kr/view/news_view.php?varAtcId=203213,비즈엔터
'코로나 블루' 주의보...현명한 대처법 찾아볼까요,http://www.dailypharm.com/Users/News/NewsView.html?ID=280253&REFERER=NP,데일리팜
"인천시, 관광기업 대상 맞춤형 컨설팅 사업…코로나19 우울증 극복 지원도",https://www.news1.kr/articles/?4367732,뉴스1
"[DA:리뷰] 임송 “코로나19로 실직, 우울증에 30kg 빠져” (종합)",https://sports.donga.com/article/all/20210525/107097478/1,스포츠동아
성인남녀 10명 중 8명 '코로나 우울증 경험',http://www.slist.kr/news/articleView.html?idxno=264890,싱글리스트
"[코로나 위험 벗어나는 길, 불교상담가에게 듣는다] <8> 코로나시대의 감정읽...",http://www.ibulgyo.com/news/articleView.html?idxno=213651,불교신문
코로나19 우울증...'반려식물'로 치유,https://www.ytn.co.kr/_ln/0115_202105011025048269,YTN
"OK금융, 식물 나눔…""코로나우울증 극복""",https://zdnet.co.kr/view/?no=20210708100748,ZDNet Korea
코로나로 우울위험군 5배 증가…자살예방 '심리방역' 절실,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4594486,MBN언론사 선정
여행자들은 '코로나19' 소멸을 기다리고 있다,http://www.kbmaeil.com/news/articleView.html?idxno=910260,경북매일신문
"코로나 이혼 등 위기의 부부, 합리적인 해결法",http://www.businesskorea.co.kr/news/articleView.html?idxno=77474,비지니스코리아
지난해 극단적 선택으로 만 3천195명 숨져...코로나19로 소폭 감소,https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202109291134345952,YTN사이언스
코로나로 우울위험군 5배 증가…자살예방 '심리방역' 절실,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4594340,MBN언론사 선정
"[여론광장] 위드 코로나 시대, 내 마음속의 '힐링캠프' 찾기",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1488906,대전일보
'코로나 우울증' 청년 대상 1대1 심리상담 지원,https://busanmbc.co.kr/article/JUw5myJg_vETvL8g,부산MBC
코로나 19로 더욱 살기 힘들어지는 2030세대,http://www.ftimes.kr/news/articleView.html?idxno=12975,FT스포츠
지난해 극단적 선택으로 만 3천195명 숨져...코로나19로 소폭 감소,https://www.ytn.co.kr/_ln/0103_202109281942184388,YTN
"코로나 봉쇄령, 우울증 관리에 오히려 도움?(연구)",http://kormedi.com/?p=1339049,코메디닷컴
[칼럼] 코로나블루로 인한 무기력에서 벗어나자,http://www.mkhealth.co.kr/news/articleView.html?idxno=55031,매경헬스
"간호직 공무원 극단선택…유족 ""코로나 격무에 우울증 생겨""",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12007146,JTBC언론사 선정
"""손끝이 기억하는 요리하며 코로나 우울증 이겨내죠""",http://www.mygoyang.com/news/articleView.html?idxno=63687,고양신문
[코로나시대 문화현장]하루 650명~750명이 먹고 갔다...노숙자 '명동밥집',http://www.newsis.com/view/?id=NISX20210923_0001591509&cID=10701&pID=10700,뉴시스
"우울행동신경학연구회, 우울증 약물치료 노하우 소개",http://www.dailymedi.com/detail.php?number=871316&thread=22r03,데일리메디
코로나19 회복 후 우울증‧불안감,http://www.whosaeng.com/126954,후생신보
"""우울증 치료 어려운 나라=대한민국, 오명 씻을 때 왔다""",http://www.dailymedi.com/detail.php?number=871354&thread=11r01,데일리메디
[트렌드]코로나19로 지친다고? 가족 위한 힐링 여행 GO!,https://magazine.hankyung.com/business/article/202109077217b,한경비즈니스
"코로나19 여파, 코로나블루 증상 심각..대부분 불안 우울증 호소",http://www.kdpress.co.kr/news/articleView.html?idxno=102361,데일리경제
작년 국내 우울증 유병률 36.8%… OECD 최상위권,http://www.insnews.co.kr/design_php/news_view.php?num=66025&firstsec=1&secondsec=14,한국보험신문
작년 국내 우울증 유병률 36.8%… OECD 최상위권,http://www.insnews.co.kr/design_php/news_view.php?num=66025&firstsec=1&secondsec=14,한국보험신문
"철원군 야간 조명 설치, 코로나 우울증 날려버릴 비대면 힐링 명소 탄생",http://www.discoverynews.kr/403788,디스커버리뉴스
‘코로나 우울증’ 잡기 위해 뇌연구 어벤저스가 뭉쳤다,https://www.donga.com/news/article/all/20210416/106434195/1,동아일보
[동네해결사] \'코로나 블루\' 청년 문제 조명,http://www.cmbkj.co.kr/ab-991-22383,CMB광주방송
"완도군, 우울증 등 정신질환 치료비 확대 지원",http://www.cnbnews.com/news/article.html?no=500124,CNB뉴스
[국민일보 올해의 책] 다시 읽는 올해의 책,http://news.kmib.co.kr/article/view.asp?arcid=0924225299&code=23111312&cp=nv,국민일보
코로나 시국 따뜻한 말 한마디가 큰 위로,http://www.jndn.com/article.php?aid=1630400971322621007,전남매일
"‘코로나 블루 극복’ 울산, 연주와 강연 어우러진 ‘치유예술' 특강",https://www.khan.co.kr/local/Ulsan/article/202109231003001,경향신문
"영진전문대, 코로나 우울증 극복위한 도서관 문화 행사 열어",http://www.upinews.kr/newsView/upi202106170028,UPI뉴스
박준호 경남도의원 “도민 우울증·무기력증 극복 위한 대책 마련해야”,https://ilyo.co.kr/?ac=article_view&entry_id=407018,일요신문
"완도군, 우울증 등 정신질환 치료비 확대 지원",http://www.straightnews.co.kr/news/articleView.html?idxno=110396,스트레이트뉴스
[국민일보 올해의 책] 다시 읽는 올해의 책,http://news.kmib.co.kr/article/view.asp?arcid=0924225299&code=23111312&cp=nv,국민일보
코로나 시국 따뜻한 말 한마디가 큰 위로,http://www.jndn.com/article.php?aid=1630400971322621007,전남매일
"‘코로나 블루 극복’ 울산, 연주와 강연 어우러진 ‘치유예술' 특강",https://www.khan.co.kr/local/Ulsan/article/202109231003001,경향신문
"영진전문대, 코로나 우울증 극복위한 도서관 문화 행사 열어",http://www.upinews.kr/newsView/upi202106170028,UPI뉴스
박준호 경남도의원 “도민 우울증·무기력증 극복 위한 대책 마련해야”,https://ilyo.co.kr/?ac=article_view&entry_id=407018,일요신문
"울산민예총, 21일부터 문예회관서 '코로나 우울증 극복' 드라이브스루 콘서트",http://www.ujeil.com/news/articleView.html?idxno=275832,울산제일일보
"근로복지공단, 코로나19 우울증 근로자지원프로그램으로 해결",http://www.ajunews.com/view/20210425093545048,아주경제
코로나블루에 가장 좋은 운동 '힐링요가',http://www.ftimes.kr/news/articleView.html?idxno=12762,FT스포츠
"코로나19, 아이들의 IQ가 나빠지고 있다",http://www.psychiatricnews.net/news/articleView.html?idxno=31724,정신의학신문
박준호 경남도의원 “도민 우울증·무기력증 극복 위한 대책 마련해야”,https://ilyo.co.kr/?ac=article_view&entry_id=407018,일요신문
"울산민예총, 21일부터 문예회관서 '코로나 우울증 극복' 드라이브스루 콘서트",http://www.ujeil.com/news/articleView.html?idxno=275832,울산제일일보
"근로복지공단, 코로나19 우울증 근로자지원프로그램으로 해결",http://www.ajunews.com/view/20210425093545048,아주경제
코로나블루에 가장 좋은 운동 '힐링요가',http://www.ftimes.kr/news/articleView.html?idxno=12762,FT스포츠
"코로나19, 아이들의 IQ가 나빠지고 있다",http://www.psychiatricnews.net/news/articleView.html?idxno=31724,정신의학신문
위드 코로나 위해서는,http://www.cctimes.kr/news/articleView.html?idxno=673678,충청타임즈
"“아는 게 뭐냐”…속 터지는 국민지원금 상담사 [코로나 시대 콜센터, '을'며...",https://www.khan.co.kr/national/national-general/article/202109160600025,경향신문언론사 선정
“경로당도 문 닫아 갈 곳이 없네”… '코로나 우울증' 호소하는 노인들,https://biz.chosun.com/site/data/html_dir/2021/04/23/2021042300971.html?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈
[포교현장에서] 코로나시대의 비대면 요가 테라피,http://www.ibulgyo.com/news/articleView.html?idxno=213813,불교신문
방역 장기화에 울산 코로나블루 급증,http://www.ksilbo.co.kr/news/articleView.html?idxno=911218,경상일보
"논산시, 반려식물과 함께 코로나19 우울증 극복",http://www.ggilbo.com/news/articleView.html?idxno=852637,금강일보
코로나19 우울증 극복 위한 아이디어 제안 접수,http://www.jmbc.co.kr/news/view/16540,전주MBC
강원도청소년상담복지센터 “마음 터놓고 대화하며 코로나 블루 함께 극복해요...,http://www.kwnews.co.kr/nview.asp?aid=221091300124,강원일보
"한국, OECD 국가 중 우울증 발생률 1위",http://www.hidoc.co.kr/healthstory/news/C0000610421,하이닥
외롭다고 입양하고 귀찮다고 파양하고 [박정윤의 으라차차 동물환자],https://hankookilbo.com/News/Read/A2021122110230004848?did=NA,한국일보언론사 선정
"강동구 돌봄SOS센터, 돌봄대상자에 코로나19 방역물품 지원",http://www.shinailbo.co.kr/news/articleView.html?idxno=1455342,신아일보
[브리핑 논산] 반려식물과 함께 코로나19 우울증 극복,http://www.newsprime.co.kr/news/article.html?no=546582,프라임경제
서울시 문화예술공연으로 '코로나 우울증' 치유해볼까,https://www.asiatoday.co.kr/view.php?key=20210502010000233,아시아투데이
"제주 올레길의 힘,코로나 우울증 뚝~~",https://www.seoul.co.kr/news/newsView.php?id=20210513500071&wlog_tag3=naver,서울신문
'MBTI성격검사 무료교육' 우울증초기증상 및 양극성장애인 조울증 극복 돕는 ...,https://www.itbiznews.com/news/articleView.html?idxno=40806,IT비즈뉴스
서울시 문화예술공연으로 '코로나 우울증' 치유해볼까,https://www.asiatoday.co.kr/view.php?key=20210502010000233,아시아투데이
"논산시, 반려식물과 함께 코로나19 우울증 극복",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=607250,충남일보
"제주 올레길의 힘,코로나 우울증 뚝~~",https://www.seoul.co.kr/news/newsView.php?id=20210513500071&wlog_tag3=naver,서울신문
'MBTI성격검사 무료교육' 우울증초기증상 및 양극성장애인 조울증 극복 돕는 ...,https://www.itbiznews.com/news/articleView.html?idxno=40806,IT비즈뉴스
[건강한 노동이야기] 코로나19 감염 후 우울증 앓는 노동자들,https://www.vop.co.kr/A00001566847.html,민중의소리
"[거창소식] ""반려식물과 함께 코로나19 우울증 극복하세요""",http://yna.kr/AKR20210617112800052?did=1195m,연합뉴스
"국립정신건강센터, 코로나 우울증 달래는 온라인 심리지원 서비스 제공",http://digitalchosun.dizzo.com/site/data/html_dir/2021/04/29/2021042980100.html,디지틀조선일보
"2030 젊은층, 코로나 스트레스 풀려다 건강 놓칠라",http://www.k-health.com/news/articleView.html?idxno=55326,헬스경향
"""자격증 무료교육"" MBTI성격검사로 건강센터에서 조울증·우울증초기증상장애...",http://www.jemin.com/news/articleView.html?idxno=718716,제민일보
"경기도교육청, 코로나블루 심리상담비 추경 아이들 2억인데… '교직원 19억 편...",http://www.kyeongin.com/main/view.php?key=20210909010001754,경인일보
"""자격증 무료교육"" MBTI성격검사로 건강센터에서 조울증·우울증초기증상장애...",http://www.jemin.com/news/articleView.html?idxno=718716,제민일보
"경기도교육청, 코로나블루 심리상담비 추경 아이들 2억인데… '교직원 19억 편...",http://www.kyeongin.com/main/view.php?key=20210909010001754,경인일보
"CJ CGV, 따뜻한 위로와 공감 전하는 '온기우편함' 운영",https://www.xportsnews.com/article/1518338,엑스포츠뉴스
거리두기 장기화...코로나보다 '고독사·생활고' 더 무섭다,http://www.rapportian.com/news/articleView.html?idxno=137953,라포르시안
"코로나 우울증, ""나를 위한 북(book)타민으로 치유해봐요""",http://www.headlinejeju.co.kr/news/articleView.html?idxno=452824,헤드라인제주
"밤에는 올빼미 아줌마, 낮에는 면벽식사… 코로나로 바뀐 탑골공원 新풍속도",https://biz.chosun.com/topics/topics_social/2021/09/08/OQBWJBCADVBP5KVFBH6JL7X664/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정
코로나19로 스트레스·우울증 늘어…신체활동도 감소,https://www.asiatoday.co.kr/view.php?key=20210401010000692,아시아투데이
[기자의 눈] 내일은 또 내일의 태양이 뜬다,http://www.iusm.co.kr/news/articleView.html?idxno=933724,울산매일신문
해외여행 대신 전시회 갑니다… 2030의 ‘코로나 블루’ 대처법,https://biz.chosun.com/topics/topics_social/2021/09/07/F6OGVQ5YXNCD3MF32AFHGFOCSM/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈
"""코로나 회복해도 우울증, 뇌졸중, 치매 진단""",https://www.nocutnews.co.kr/news/5531035,노컷뉴스
새 마음 새 뜻을 위한 멘탈 관리 7계명,http://www.esquirekorea.co.kr/article/62601,에스콰이어
"급증 노년기 우울증···""정확한 진단·적극 치료 필수""",http://www.dailymedi.com/detail.php?number=870626&thread=22r05,데일리메디
"""한국인 10명 중 4명 우울증에 시달린다""",http://www.doctorsnews.co.kr/news/articleView.html?idxno=139690,의협신문
신안군건강증진사업'신체활동'우수기관 표창,http://www.bzeronews.com/news/articleView.html?idxno=500230,불교공뉴스
코로나 우울증 극복.. 대학생들 온라인 엠티,http://www.globalepic.co.kr/view.php?ud=2021060315430978466cf2d78c68_29,글로벌에픽
"카페 더리터, 컵 홀더에 ‘코로나19 블루’ 예방 문구 기재",http://www.cnbnews.com/news/article.html?no=507492,CNB뉴스
"코로나 생존자 절반, 우울증 시달려",http://www.hidoc.co.kr/healthstory/news/C0000589004,하이닥
우울증ㆍ공황장애 등 5개 질환 디지털치료기기 개발 시동,http://www.doctorsnews.co.kr/news/articleView.html?idxno=140189,의협신문
"우울한 코로나 시대, 여기서 힐링···제주, 한달살기·장기체류 늘었다",https://www.khan.co.kr/local/Jeju/article/202109021541001,경향신문
"철원보건소, 코로나 대응인력 마음안심버스 운영",http://www.shinailbo.co.kr/news/articleView.html?idxno=1455506,신아일보
"철원보건소, 코로나 대응인력 마음안심버스 운영",http://www.shinailbo.co.kr/news/articleView.html?idxno=1455506,신아일보
'무료수강' MBTI검사 통해 조증·우울증초기증상장애 및 노이로제 극복 돕는 ...,http://www.ksilbo.co.kr/news/articleView.html?idxno=902601,경상일보
우울한 코로나 시대…제주 ‘장기체류’ 관광객 늘었다,https://www.khan.co.kr/local/Jeju/article/202109022041025,경향신문
"대구시, 코로나19 우울증 극복을 위한 UCC공모전 개최",http://www.upinews.kr/newsView/upi202103150018,UPI뉴스
"[건강칼럼] 코로나 블루, 위기의 2030 세대",http://www.mdilbo.com/detail/L4p3oT/652335,무등일보
"대구광역시, 코로나 우울증 극복 UCC 공모전 개최",http://www.gukjenews.com/news/articleView.html?idxno=2180239,국제뉴스
"[유용하의 사이언스 브런치] 코로나19로 무너지는 정신건강, 이대로 괜찮을까...",https://www.seoul.co.kr/news/newsView.php?id=20210816027009&wlog_tag3=naver,서울신문
"[컬처세상] 멈추지 않는 코로나 시대, '코로나 블루'로 내면이 병들고 있다",http://www.newscj.com/news/articleView.html?idxno=896316,천지일보
‘무료교육’ MBTI검사 통한 조증·우울증초기증상과 분노조절장애 극복 돕는...,http://www.kbsm.net/default/index_view_page.php?idx=314051&part_idx=333,경북신문
"[2022 예산안] ""이제는 코로나 완전 극복""...백신 9000만회분 구매 2.6조원 편...",http://www.ajunews.com/view/20210831105229148,아주경제
‘무료교육’ MBTI검사 통한 조증·우울증초기증상과 분노조절장애 극복 돕는...,http://www.kbsm.net/default/index_view_page.php?idx=314051&part_idx=333,경북신문
"[2022 예산안] ""이제는 코로나 완전 극복""...백신 9000만회분 구매 2.6조원 편...",http://www.ajunews.com/view/20210831105229148,아주경제
"""코로나·우울증 때문""…자녀살해 시도 뒤 극단선택 친모, 2심도 징역형",https://www.news1.kr/articles/?4258382,뉴스1
"더 간결하게, 더 편하게, 더 예쁘게···코로나19 특수 가구 업계는 지금 '디...",http://biz.khan.co.kr/khan_art_view.html?artid=202108301022011&code=920100,경향신문
"함평군, '코로나 블루 굿바이'...반려식물로 심리 방역 '눈길'",http://www.sportsseoul.com/news/read/1060609?ref=naver,스포츠서울
"˝광주지역 청년 49.7%, 코로나 블루 증상˝",http://www.cmbkj.co.kr/ab-991-22316,CMB광주방송
"'코로나 블루 굿바이' 경북도, 힐링 명소 '치유의 숲' 확대",http://www.newscj.com/news/articleView.html?idxno=895810,천지일보
코로나19 시대 '20~30대 여성' 우울증 크게 증가,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2008464,청년의사
"2030여성, 코로나19 속 우울증 가장 심해",http://www.k-health.com/news/articleView.html?idxno=52697,헬스경향
"코로나 우울증과 직장 스트레스, 정신과 상담 필요",http://www.hemophilia.co.kr/news/articleView.html?idxno=18032,헤모필리아라이프
"함평군, 코로나 블루 극복 위한 심리방역 나서",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202108301014018830374,대한경제
"˝광주지역 청년 49.7%, 코로나 블루 증상˝",http://www.cmbkj.co.kr/ab-991-22316,CMB광주방송
"'코로나 블루 굿바이' 경북도, 힐링 명소 '치유의 숲' 확대",http://www.newscj.com/news/articleView.html?idxno=895810,천지일보
코로나19 시대 '20~30대 여성' 우울증 크게 증가,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2008464,청년의사
"2030여성, 코로나19 속 우울증 가장 심해",http://www.k-health.com/news/articleView.html?idxno=52697,헬스경향
